0,0,1
(4*Sqrt[1635]*Sin[(69*Pi)/338])/169,(4*Sqrt[1635]*Cos[(69*Pi)/338])/169,49/169
(2*Sqrt[30]*Sin[(5*Pi)/26])/13,(2*Sqrt[30]*Cos[(5*Pi)/26])/13,-7/13
(2*Sqrt[4278]*Sin[(61*Pi)/338])/169,(2*Sqrt[4278]*Cos[(61*Pi)/338])/169,107/169
(4*Sqrt[1717]*Sin[(57*Pi)/338])/169,(4*Sqrt[1717]*Cos[(57*Pi)/338])/169,-33/169
(2*Sqrt[334]*Sin[(53*Pi)/338])/169,(2*Sqrt[334]*Cos[(53*Pi)/338])/169,165/169
(12*Sqrt[194]*Sin[(49*Pi)/338])/169,(12*Sqrt[194]*Cos[(49*Pi)/338])/169,25/169
(6*Sqrt[426]*Sin[(45*Pi)/338])/169,(6*Sqrt[426]*Cos[(45*Pi)/338])/169,-115/169
(6*Sqrt[602]*Sin[(41*Pi)/338])/169,(6*Sqrt[602]*Cos[(41*Pi)/338])/169,83/169
(4*Sqrt[1582]*Sin[(37*Pi)/338])/169,(4*Sqrt[1582]*Cos[(37*Pi)/338])/169,-57/169
(2*Sqrt[2170]*Sin[(33*Pi)/338])/169,(2*Sqrt[2170]*Cos[(33*Pi)/338])/169,141/169
(4*Sqrt[1785]*Sin[(29*Pi)/338])/169,(4*Sqrt[1785]*Cos[(29*Pi)/338])/169,1/169
(2*Sqrt[2310]*Sin[(25*Pi)/338])/169,(2*Sqrt[2310]*Cos[(25*Pi)/338])/169,-139/169
(2*Sqrt[6270]*Sin[(21*Pi)/338])/169,(2*Sqrt[6270]*Cos[(21*Pi)/338])/169,59/169
(20*Sqrt[55]*Sin[(17*Pi)/338])/169,(20*Sqrt[55]*Cos[(17*Pi)/338])/169,-81/169
(2*Sqrt[22]*Sin[Pi/26])/13,(2*Sqrt[22]*Cos[Pi/26])/13,9/13
(8*Sqrt[438]*Sin[(9*Pi)/338])/169,(8*Sqrt[438]*Cos[(9*Pi)/338])/169,-23/169
(2*Sqrt[498]*Sin[(5*Pi)/338])/169,(2*Sqrt[498]*Cos[(5*Pi)/338])/169,-163/169
(2*Sqrt[6834]*Sin[Pi/338])/169,(2*Sqrt[6834]*Cos[Pi/338])/169,35/169
(-8*Sqrt[274]*Sin[(3*Pi)/338])/169,(8*Sqrt[274]*Cos[(3*Pi)/338])/169,-105/169
(-2*Sqrt[4978]*Sin[(7*Pi)/338])/169,(2*Sqrt[4978]*Cos[(7*Pi)/338])/169,93/169
(-12*Sqrt[183]*Sin[(11*Pi)/338])/169,(12*Sqrt[183]*Cos[(11*Pi)/338])/169,-47/169
(-24*Sqrt[10]*Sin[(15*Pi)/338])/169,(24*Sqrt[10]*Cos[(15*Pi)/338])/169,151/169
(-6*Sqrt[790]*Sin[(19*Pi)/338])/169,(6*Sqrt[790]*Cos[(19*Pi)/338])/169,11/169
(-4*Sqrt[745]*Sin[(23*Pi)/338])/169,(4*Sqrt[745]*Cos[(23*Pi)/338])/169,-129/169
(-10*Sqrt[238]*Sin[(27*Pi)/338])/169,(10*Sqrt[238]*Cos[(27*Pi)/338])/169,69/169
(-28*Sqrt[30]*Sin[(31*Pi)/338])/169,(28*Sqrt[30]*Cos[(31*Pi)/338])/169,-71/169
(-4*Sqrt[777]*Sin[(35*Pi)/338])/169,(4*Sqrt[777]*Cos[(35*Pi)/338])/169,127/169
(-2*Sqrt[42]*Sin[(3*Pi)/26])/13,(2*Sqrt[42]*Cos[(3*Pi)/26])/13,-1/13
(-4*Sqrt[322]*Sin[(43*Pi)/338])/169,(4*Sqrt[322]*Cos[(43*Pi)/338])/169,-153/169
(-2*Sqrt[6634]*Sin[(47*Pi)/338])/169,(2*Sqrt[6634]*Cos[(47*Pi)/338])/169,45/169
(-4*Sqrt[1221]*Sin[(51*Pi)/338])/169,(4*Sqrt[1221]*Cos[(51*Pi)/338])/169,-95/169
(-4*Sqrt[1122]*Sin[(55*Pi)/338])/169,(4*Sqrt[1122]*Cos[(55*Pi)/338])/169,103/169
(-2*Sqrt[6798]*Sin[(59*Pi)/338])/169,(2*Sqrt[6798]*Cos[(59*Pi)/338])/169,-37/169
(-4*Sqrt[165]*Sin[(63*Pi)/338])/169,(4*Sqrt[165]*Cos[(63*Pi)/338])/169,161/169
(-2*Sqrt[7030]*Sin[(67*Pi)/338])/169,(2*Sqrt[7030]*Cos[(67*Pi)/338])/169,21/169
(-120*Sin[(71*Pi)/338])/169,(120*Cos[(71*Pi)/338])/169,-119/169
(-12*Sqrt[155]*Sin[(75*Pi)/338])/169,(12*Sqrt[155]*Cos[(75*Pi)/338])/169,79/169
(-6*Sqrt[690]*Sin[(79*Pi)/338])/169,(6*Sqrt[690]*Cos[(79*Pi)/338])/169,-61/169
(-24*Sqrt[17]*Sin[(83*Pi)/338])/169,(24*Sqrt[17]*Cos[(83*Pi)/338])/169,137/169
(-2*Sqrt[7138]*Cos[(41*Pi)/169])/169,(2*Sqrt[7138]*Sin[(41*Pi)/169])/169,-3/169
(-4*Sqrt[3]*Cos[(3*Pi)/13])/13,(4*Sqrt[3]*Sin[(3*Pi)/13])/13,-11/13
(-8*Sqrt[399]*Cos[(37*Pi)/169])/169,(8*Sqrt[399]*Sin[(37*Pi)/169])/169,55/169
(-2*Sqrt[5334]*Cos[(35*Pi)/169])/169,(2*Sqrt[5334]*Sin[(35*Pi)/169])/169,-85/169
(-4*Sqrt[987]*Cos[(33*Pi)/169])/169,(4*Sqrt[987]*Sin[(33*Pi)/169])/169,113/169
(-14*Sqrt[142]*Cos[(31*Pi)/169])/169,(14*Sqrt[142]*Sin[(31*Pi)/169])/169,-27/169
(-4*Sqrt[42]*Cos[(29*Pi)/169])/169,(4*Sqrt[42]*Sin[(29*Pi)/169])/169,-167/169
(-20*Sqrt[69]*Cos[(27*Pi)/169])/169,(20*Sqrt[69]*Sin[(27*Pi)/169])/169,31/169
(-2*Sqrt[4170]*Cos[(25*Pi)/169])/169,(2*Sqrt[4170]*Sin[(25*Pi)/169])/169,-109/169
(-4*Sqrt[1290]*Cos[(23*Pi)/169])/169,(4*Sqrt[1290]*Sin[(23*Pi)/169])/169,89/169
(-2*Sqrt[6490]*Cos[(21*Pi)/169])/169,(2*Sqrt[6490]*Sin[(21*Pi)/169])/169,-51/169
(-2*Sqrt[1738]*Cos[(19*Pi)/169])/169,(2*Sqrt[1738]*Sin[(19*Pi)/169])/169,147/169
(-36*Sqrt[22]*Cos[(17*Pi)/169])/169,(36*Sqrt[22]*Sin[(17*Pi)/169])/169,7/169
(-6*Sqrt[302]*Cos[(15*Pi)/169])/169,(6*Sqrt[302]*Sin[(15*Pi)/169])/169,-133/169
(-12*Cos[Pi/13])/13,(12*Sin[Pi/13])/13,5/13
(-2*Sqrt[5734]*Cos[(11*Pi)/169])/169,(2*Sqrt[5734]*Sin[(11*Pi)/169])/169,-75/169
(-2*Sqrt[3358]*Cos[(9*Pi)/169])/169,(2*Sqrt[3358]*Sin[(9*Pi)/169])/169,123/169
(-4*Sqrt[1767]*Cos[(7*Pi)/169])/169,(4*Sqrt[1767]*Sin[(7*Pi)/169])/169,-17/169
(-2*Sqrt[978]*Cos[(5*Pi)/169])/169,(2*Sqrt[978]*Sin[(5*Pi)/169])/169,-157/169
(-16*Sqrt[105]*Cos[(3*Pi)/169])/169,(16*Sqrt[105]*Sin[(3*Pi)/169])/169,41/169
(-2*Sqrt[4690]*Cos[Pi/169])/169,(2*Sqrt[4690]*Sin[Pi/169])/169,-99/169
(-2*Sqrt[4690]*Cos[Pi/169])/169,(-2*Sqrt[4690]*Sin[Pi/169])/169,99/169
(-16*Sqrt[105]*Cos[(3*Pi)/169])/169,(-16*Sqrt[105]*Sin[(3*Pi)/169])/169,-41/169
(-2*Sqrt[978]*Cos[(5*Pi)/169])/169,(-2*Sqrt[978]*Sin[(5*Pi)/169])/169,157/169
(-4*Sqrt[1767]*Cos[(7*Pi)/169])/169,(-4*Sqrt[1767]*Sin[(7*Pi)/169])/169,17/169
(-2*Sqrt[3358]*Cos[(9*Pi)/169])/169,(-2*Sqrt[3358]*Sin[(9*Pi)/169])/169,-123/169
(-2*Sqrt[5734]*Cos[(11*Pi)/169])/169,(-2*Sqrt[5734]*Sin[(11*Pi)/169])/169,75/169
(-12*Cos[Pi/13])/13,(-12*Sin[Pi/13])/13,-5/13
(-6*Sqrt[302]*Cos[(15*Pi)/169])/169,(-6*Sqrt[302]*Sin[(15*Pi)/169])/169,133/169
(-36*Sqrt[22]*Cos[(17*Pi)/169])/169,(-36*Sqrt[22]*Sin[(17*Pi)/169])/169,-7/169
(-2*Sqrt[1738]*Cos[(19*Pi)/169])/169,(-2*Sqrt[1738]*Sin[(19*Pi)/169])/169,-147/169
(-2*Sqrt[6490]*Cos[(21*Pi)/169])/169,(-2*Sqrt[6490]*Sin[(21*Pi)/169])/169,51/169
(-4*Sqrt[1290]*Cos[(23*Pi)/169])/169,(-4*Sqrt[1290]*Sin[(23*Pi)/169])/169,-89/169
(-2*Sqrt[4170]*Cos[(25*Pi)/169])/169,(-2*Sqrt[4170]*Sin[(25*Pi)/169])/169,109/169
(-20*Sqrt[69]*Cos[(27*Pi)/169])/169,(-20*Sqrt[69]*Sin[(27*Pi)/169])/169,-31/169
(-4*Sqrt[42]*Cos[(29*Pi)/169])/169,(-4*Sqrt[42]*Sin[(29*Pi)/169])/169,167/169
(-14*Sqrt[142]*Cos[(31*Pi)/169])/169,(-14*Sqrt[142]*Sin[(31*Pi)/169])/169,27/169
(-4*Sqrt[987]*Cos[(33*Pi)/169])/169,(-4*Sqrt[987]*Sin[(33*Pi)/169])/169,-113/169
(-2*Sqrt[5334]*Cos[(35*Pi)/169])/169,(-2*Sqrt[5334]*Sin[(35*Pi)/169])/169,85/169
(-8*Sqrt[399]*Cos[(37*Pi)/169])/169,(-8*Sqrt[399]*Sin[(37*Pi)/169])/169,-55/169
(-4*Sqrt[3]*Cos[(3*Pi)/13])/13,(-4*Sqrt[3]*Sin[(3*Pi)/13])/13,11/13
(-2*Sqrt[7138]*Cos[(41*Pi)/169])/169,(-2*Sqrt[7138]*Sin[(41*Pi)/169])/169,3/169
(-24*Sqrt[17]*Sin[(83*Pi)/338])/169,(-24*Sqrt[17]*Cos[(83*Pi)/338])/169,-137/169
(-6*Sqrt[690]*Sin[(79*Pi)/338])/169,(-6*Sqrt[690]*Cos[(79*Pi)/338])/169,61/169
(-12*Sqrt[155]*Sin[(75*Pi)/338])/169,(-12*Sqrt[155]*Cos[(75*Pi)/338])/169,-79/169
(-120*Sin[(71*Pi)/338])/169,(-120*Cos[(71*Pi)/338])/169,119/169
(-2*Sqrt[7030]*Sin[(67*Pi)/338])/169,(-2*Sqrt[7030]*Cos[(67*Pi)/338])/169,-21/169
(-4*Sqrt[165]*Sin[(63*Pi)/338])/169,(-4*Sqrt[165]*Cos[(63*Pi)/338])/169,-161/169
(-2*Sqrt[6798]*Sin[(59*Pi)/338])/169,(-2*Sqrt[6798]*Cos[(59*Pi)/338])/169,37/169
(-4*Sqrt[1122]*Sin[(55*Pi)/338])/169,(-4*Sqrt[1122]*Cos[(55*Pi)/338])/169,-103/169
(-4*Sqrt[1221]*Sin[(51*Pi)/338])/169,(-4*Sqrt[1221]*Cos[(51*Pi)/338])/169,95/169
(-2*Sqrt[6634]*Sin[(47*Pi)/338])/169,(-2*Sqrt[6634]*Cos[(47*Pi)/338])/169,-45/169
(-4*Sqrt[322]*Sin[(43*Pi)/338])/169,(-4*Sqrt[322]*Cos[(43*Pi)/338])/169,153/169
(-2*Sqrt[42]*Sin[(3*Pi)/26])/13,(-2*Sqrt[42]*Cos[(3*Pi)/26])/13,1/13
(-4*Sqrt[777]*Sin[(35*Pi)/338])/169,(-4*Sqrt[777]*Cos[(35*Pi)/338])/169,-127/169
(-28*Sqrt[30]*Sin[(31*Pi)/338])/169,(-28*Sqrt[30]*Cos[(31*Pi)/338])/169,71/169
(-10*Sqrt[238]*Sin[(27*Pi)/338])/169,(-10*Sqrt[238]*Cos[(27*Pi)/338])/169,-69/169
(-4*Sqrt[745]*Sin[(23*Pi)/338])/169,(-4*Sqrt[745]*Cos[(23*Pi)/338])/169,129/169
(-6*Sqrt[790]*Sin[(19*Pi)/338])/169,(-6*Sqrt[790]*Cos[(19*Pi)/338])/169,-11/169
(-24*Sqrt[10]*Sin[(15*Pi)/338])/169,(-24*Sqrt[10]*Cos[(15*Pi)/338])/169,-151/169
(-12*Sqrt[183]*Sin[(11*Pi)/338])/169,(-12*Sqrt[183]*Cos[(11*Pi)/338])/169,47/169
(-2*Sqrt[4978]*Sin[(7*Pi)/338])/169,(-2*Sqrt[4978]*Cos[(7*Pi)/338])/169,-93/169
(-8*Sqrt[274]*Sin[(3*Pi)/338])/169,(-8*Sqrt[274]*Cos[(3*Pi)/338])/169,105/169
(2*Sqrt[6834]*Sin[Pi/338])/169,(-2*Sqrt[6834]*Cos[Pi/338])/169,-35/169
(2*Sqrt[498]*Sin[(5*Pi)/338])/169,(-2*Sqrt[498]*Cos[(5*Pi)/338])/169,163/169
(8*Sqrt[438]*Sin[(9*Pi)/338])/169,(-8*Sqrt[438]*Cos[(9*Pi)/338])/169,23/169
(2*Sqrt[22]*Sin[Pi/26])/13,(-2*Sqrt[22]*Cos[Pi/26])/13,-9/13
(20*Sqrt[55]*Sin[(17*Pi)/338])/169,(-20*Sqrt[55]*Cos[(17*Pi)/338])/169,81/169
(2*Sqrt[6270]*Sin[(21*Pi)/338])/169,(-2*Sqrt[6270]*Cos[(21*Pi)/338])/169,-59/169
(2*Sqrt[2310]*Sin[(25*Pi)/338])/169,(-2*Sqrt[2310]*Cos[(25*Pi)/338])/169,139/169
(4*Sqrt[1785]*Sin[(29*Pi)/338])/169,(-4*Sqrt[1785]*Cos[(29*Pi)/338])/169,-1/169
(2*Sqrt[2170]*Sin[(33*Pi)/338])/169,(-2*Sqrt[2170]*Cos[(33*Pi)/338])/169,-141/169
(4*Sqrt[1582]*Sin[(37*Pi)/338])/169,(-4*Sqrt[1582]*Cos[(37*Pi)/338])/169,57/169
(6*Sqrt[602]*Sin[(41*Pi)/338])/169,(-6*Sqrt[602]*Cos[(41*Pi)/338])/169,-83/169
(6*Sqrt[426]*Sin[(45*Pi)/338])/169,(-6*Sqrt[426]*Cos[(45*Pi)/338])/169,115/169
(12*Sqrt[194]*Sin[(49*Pi)/338])/169,(-12*Sqrt[194]*Cos[(49*Pi)/338])/169,-25/169
(2*Sqrt[334]*Sin[(53*Pi)/338])/169,(-2*Sqrt[334]*Cos[(53*Pi)/338])/169,-165/169
(4*Sqrt[1717]*Sin[(57*Pi)/338])/169,(-4*Sqrt[1717]*Cos[(57*Pi)/338])/169,33/169
(2*Sqrt[4278]*Sin[(61*Pi)/338])/169,(-2*Sqrt[4278]*Cos[(61*Pi)/338])/169,-107/169
(2*Sqrt[30]*Sin[(5*Pi)/26])/13,(-2*Sqrt[30]*Cos[(5*Pi)/26])/13,7/13
(4*Sqrt[1635]*Sin[(69*Pi)/338])/169,(-4*Sqrt[1635]*Cos[(69*Pi)/338])/169,-49/169
(2*Sqrt[1590]*Sin[(73*Pi)/338])/169,(-2*Sqrt[1590]*Cos[(73*Pi)/338])/169,149/169
(8*Sqrt[445]*Sin[(77*Pi)/338])/169,(-8*Sqrt[445]*Cos[(77*Pi)/338])/169,9/169
(10*Sqrt[114]*Sin[(81*Pi)/338])/169,(-10*Sqrt[114]*Cos[(81*Pi)/338])/169,-131/169
(2*Sqrt[6018]*Cos[(42*Pi)/169])/169,(-2*Sqrt[6018]*Sin[(42*Pi)/169])/169,67/169
(88*Sqrt[3]*Cos[(40*Pi)/169])/169,(-88*Sqrt[3]*Sin[(40*Pi)/169])/169,-73/169
(14*Sqrt[66]*Cos[(38*Pi)/169])/169,(-14*Sqrt[66]*Sin[(38*Pi)/169])/169,125/169
(4*Sqrt[1771]*Cos[(36*Pi)/169])/169,(-4*Sqrt[1771]*Sin[(36*Pi)/169])/169,-15/169
(18*Sqrt[14]*Cos[(34*Pi)/169])/169,(-18*Sqrt[14]*Sin[(34*Pi)/169])/169,-155/169
(6*Sqrt[742]*Cos[(32*Pi)/169])/169,(-6*Sqrt[742]*Sin[(32*Pi)/169])/169,43/169
(12*Sqrt[133]*Cos[(30*Pi)/169])/169,(-12*Sqrt[133]*Sin[(30*Pi)/169])/169,-97/169
(6*Sqrt[510]*Cos[(28*Pi)/169])/169,(-6*Sqrt[510]*Sin[(28*Pi)/169])/169,101/169
(4*Sqrt[10]*Cos[(2*Pi)/13])/13,(-4*Sqrt[10]*Sin[(2*Pi)/13])/13,-3/13
(4*Sqrt[205]*Cos[(24*Pi)/169])/169,(-4*Sqrt[205]*Sin[(24*Pi)/169])/169,159/169
(10*Sqrt[282]*Cos[(22*Pi)/169])/169,(-10*Sqrt[282]*Sin[(22*Pi)/169])/169,19/169
(4*Sqrt[870]*Cos[(20*Pi)/169])/169,(-4*Sqrt[870]*Sin[(20*Pi)/169])/169,-121/169
(2*Sqrt[5658]*Cos[(18*Pi)/169])/169,(-2*Sqrt[5658]*Sin[(18*Pi)/169])/169,77/169
(4*Sqrt[1537]*Cos[(16*Pi)/169])/169,(-4*Sqrt[1537]*Sin[(16*Pi)/169])/169,-63/169
(4*Sqrt[646]*Cos[(14*Pi)/169])/169,(-4*Sqrt[646]*Sin[(14*Pi)/169])/169,135/169
(2*Sqrt[7134]*Cos[(12*Pi)/169])/169,(-2*Sqrt[7134]*Sin[(12*Pi)/169])/169,-5/169
(4*Sqrt[471]*Cos[(10*Pi)/169])/169,(-4*Sqrt[471]*Sin[(10*Pi)/169])/169,-145/169
(2*Sqrt[6438]*Cos[(8*Pi)/169])/169,(-2*Sqrt[6438]*Sin[(8*Pi)/169])/169,53/169
(16*Sqrt[82]*Cos[(6*Pi)/169])/169,(-16*Sqrt[82]*Sin[(6*Pi)/169])/169,-87/169
(4*Sqrt[1015]*Cos[(4*Pi)/169])/169,(-4*Sqrt[1015]*Sin[(4*Pi)/169])/169,111/169
(6*Sqrt[770]*Cos[(2*Pi)/169])/169,(-6*Sqrt[770]*Sin[(2*Pi)/169])/169,-29/169
